domain,length,entropy,label
BNRqt251XyCSdZcBZteC/U.orgCR78//2VNGDDh6rK2.rWqBsAPqNO1xF3xo9H/mBPnszBQj.z12bs4g2=pV8Sigvm/vGFp1lF72.c2server.net,113,5.445186,1
auth.leduhu.dev,15,3.056565,0
media.faye.net,14,3.182006,0
static.ousicni.net,18,3.19716,0
login.lidazowa.io,17,3.175123,0
mail.itkiid.app,15,2.973557,0
static.erfa.net,15,3.189898,0
mail.zaco.biz,13,3.085055,0
static.nesszeedes.dev,21,3.172811,0
raatufhawe.tech,15,3.189898,0
support.emture.net,18,3.19716,0
FqeAjR79hD2bDaMV9sT0UdKSjTgyA3YgDvu.9jMk8PiEF2odg/D1tcgo+.SaVyVCknAagiBuxDpoaE3d1ya=.JmECjjYi8fUVO15HMRB+OHv.exfil.ru,117,5.546927,1
shop.beyo.org,13,3.180833,0
api.cootuc.tech,15,3.189898,0
media.tihije.tech,17,3.175123,0
wiyooumino.com,14,2.950212,0
ovsouajo.net,12,3.188722,0
shop.fehu.co,12,3.084963,0
foowseou.info,13,2.931209,0
support.rere.dev,16,3.155639,0
auth.upuc.org,13,3.180833,0
ef323667f38a2a01c280391b7d9fc4.134b722ca3aec6dccbca6cb51d0e9cc.1b0860db0697bf821af64d9c70cb9ce0c74.20a6353e1143ad99a9a641.tunnel.io,131,4.208394,1
login.osdoovra.gov,18,3.191612,0
b37d67e65938870dccc0.106470f378a2d78963261f33b.b16e4441d812a8306016e7a384fd9.76a5c9660c3ee4f34956a44cdfb7088243.botnet.xyz,122,4.224234,1
docs.ugiood.app,15,3.189898,0
Q7pNEZRHNkqnKlKKXEXUDx3=s.n=LkBzxRrD8SXYMNEcjt7B=.8=gG5ZkZE1dlGpz3sF0f.QyEnMy07jfnrkNQKaMoxyuNQv8.exfil.ru,106,5.335252,1
mail.liieam.co,14,2.896292,0
ieingritu.gov,13,3.180833,0
docs.risa.app,13,3.085055,0
www.jovo.io,11,2.413088,0
mail.mied.edu,13,2.931209,0
cioaueensu.edu,14,3.128085,0
static.enoc.io,14,3.093069,0
lenessbibu.dev,14,3.182006,0
docs.ofam.info,14,3.182006,0
1eSPkNFI99DrOiZ2LYKh.lcVlEGsxyzuaDO/CsJ0GO9kAKVUfMyGZDR.vPCkNcBM=w6pknF+NBPVO8iZ3GXM8.botnet.xyz,96,5.563722,1
api.imtamiea.com,16,2.983459,0
www.zopi.dev,12,3.022055,0
www.ibleimmu.io,15,3.006239,0
login.ipni.dev,14,3.182006,0
shop.enow.com,13,3.180833,0
147b82996502af54b16a65dcbe525f0.b02270e4b6a170bcd6a80ca.c2server.net,68,4.175883,1
blog.koac.co,12,2.855389,0
support.foup.com,16,3.155639,0
support.suous.biz,17,3.175123,0
assets.gemi.com,15,3.189898,0
auth.ulno.edu,13,3.180833,0
shop.rori.biz,13,3.085055,0
support.ueut.net,16,3.030639,0
static.wami.io,14,3.039149,0
www.joguob.biz,14,3.039149,0
mail.karair.edu,15,3.189898,0
docs.caofud.edu,15,3.056565,0
static.atri.edu,15,3.189898,0
lessbisi.com,12,3.022055,0
mail.loto.net,13,3.085055,0
9c761eac84572c67a06d3.827b157993de939a3404.fb68ee36e3444f1dd95ec0c1db411354.botnet.xyz,86,4.274803,1
shop.uees.dev,13,3.026987,0
assets.owdi.dev,15,3.189898,0
shop.woci.gov,13,3.180833,0
blog.oczeso.biz,15,3.189898,0
cdn.aczi.tech,13,3.180833,0
api.etgiitme.tech,17,3.130718,0
shop.enso.tech,14,3.093069,0
929cfe17c9a086e4437f6e35d273495a.cf73a864204f6c9f76411f510.a679fbd5d21637b9cd422a.46453a9225a480bdf0051c0441bc921be.c2server.net,128,4.217819,1
assets.irem.io,14,3.039149,0
login.gisiodisin.dev,20,3.141446,0
shop.opet.info,14,3.182006,0
api.eayacapave.net,18,3.038562,0
mail.luup.edu,13,3.026987,0
api.zaam.com,12,2.855389,0
shop.yaosko.org,15,3.106891,0
assets.icso.biz,15,3.106891,0
09434f994b8fc0adf291c4d9ef.d3585dc34e415a81943708.2074ca3d88d2e705ddc980.evil-corp.net,86,4.280203,1
el3d0GfEc7CzxQzyWlBcD.k=Pfc6mER1iAmugHIUXZnE1mjZ/XDQvH.gWkZqjaXS2G6Kx5Pt/RoXWYdL.M6I+Q0pQly+e8k/IctjWcrz2.c2server.net,118,5.57296,1
login.cohuicpo.co,17,3.101881,0
www.dairso.com,14,3.182006,0
assets.ceit.dev,15,3.006239,0
assets.ofme.dev,15,3.139572,0
blog.nuougufu.net,17,3.146286,0
docs.dubu.org,13,3.085055,0
cdn.abing.io,12,3.084963,0
www.edhu.info,13,3.180833,0
mail.tionmayoli.info,20,3.184184,0
goXSPN4T2CR38Qk4V=ZpB9GERI0hZqEjWZ3.uZrPbzotoq4a+8BKYtnWNZG1FrNPI.A7624=7dslG4BrDyDE3Mg.tunnel.io,97,5.506993,1
login.foarna.org,16,3.07782,0
995c09395ad5235f5c84581058533ccbc.0ded54300e7e4171d17531836.dcec5beb155431b90c22d619.8a4f2e54a9d36f05872d811474264.exfil.ru,123,4.154131,1
cdn.undo.edu,12,2.688722,0
media.ossa.app,14,3.039149,0
login.imdoid.org,16,3.030639,0
cdn.oaut.app,12,3.084963,0
cdn.noive.net,13,3.026987,0
mail.ulil.co,12,2.855389,0
4t61lxs1WLkpF=+xzCgi1/+dQfZVMPH7/.YNNRd=6VbODpIx42lKwWMA+meUtDICAXX+.VVOQp3lG/8JMEgFbVROQojHP.exfil.ru,102,5.553416,1
auth.zoov.gov,13,3.026987,0
mail.etkuedielu.edu,19,3.155565,0
blog.coce.tech,14,3.039149,0
blog.ofowtion.gov,17,3.169249,0
support.oueszo.org,18,3.169925,0
mail.oakeza.biz,15,3.189898,0
6ddfff966266ce2bb9566f976375ff7c4.b34b6c7e73de1d9c164de6d14076.de2031cc7653d75c753ca13f92ee821.cfd98e60d6791a6b20aa44c4c2f6.data-exfil.com,138,4.180088,1
dabdff257707969dd4c2.8aa2de1b479649b48fd2fc032210e6614e9.evil-corp.net,70,4.4096,1
assets.nessance.info,20,3.065957,0
shop.suseze.app,15,3.006239,0
oGW2oa9lVKKS6G3DgfHAQxCqH9.okRqmxmHrcHclUkrPmup5+1j581aeyhxJE.bVAN9ZUZet731gON1LDgxwwl.tunnel.io,96,5.491009,1
api.vume.edu,12,3.084963,0
media.rima.net,14,3.093069,0
UhCqNhQMQc6gmA34VLp2T9WlG.WCgDHjgDXd34B4+k3qzB3cpZ3Pk.B2LO220GcZ3YCNxBxANxahhln6Mmy.tunnel.io,93,5.339709,1
static.siye.net,15,3.056565,0
api.diwifi.net,14,3.093069,0
support.obnuut.co,17,3.175123,0
blog.beablied.biz,17,3.146286,0
4113244571b40e8188247be1067d592.b5901547fea68528564a96f8135de2e70.evil-corp.net,79,4.334165,1
257c7eae4df57e90805dfe757.ef1738e5aefe1ca81f2ba64d.fa61a95178b9f2afd92dcbe3928a41c.exfil.ru,91,4.152103,1
www.ouup.info,13,2.873141,0
login.vogeub.gov,16,3.155639,0
Wd7Sitm6qKjSi7PgaWZbsjCF.hrOsdX1BF82x8W7W=IXRio/no0e.txQwuHPTvBrD0TICgEtZQAuqLm+Dt.abz9W8JlhZ=2tg8eM/23M.data-exfil.com,119,5.638322,1
assets.wece.io,14,2.985228,0
shop.hozianob.app,17,3.175123,0
cdn.jaru.app,12,3.084963,0
cdn.goarca.org,14,2.950212,0
support.pofi.org,16,3.155639,0
813afc2dae27f93ca8fdc014b23.d217e52dbca8040e6bfce9ee39f85d7b54d.a0325409248bfe1c4bb9197.fef664ee763c6dc04c0758617d0c0f.c2server.net,131,4.217401,1
support.etpeel.org,18,3.19716,0
shop.paed.dev,13,3.085055,0
login.beco.co,13,3.026987,0
51bf7bc72b17afe02f5492e.08b362c36897f94c2941d23c6cc7.847e96e5377fcb5210fd5d899f71.tunnel.io,91,4.254129,1
api.arigmeia.net,16,3.155639,0
shop.doub.com,13,3.180833,0
shop.ocit.org,13,3.180833,0
cdn.ravoho.org,14,3.182006,0
media.kanumitament.net,22,3.196957,0
UjtMmcTcS33daQaBYGJGtquFxqX2j3p.70cKvG+7YzLGf2NibYL+s25JcQ8gucV8fj0.tunnel.io,77,5.268165,1
4f7428cdf6ebeea371f1aaa.9ecc0b8bbb69231fe8856d00ad07d5e97b5.a0367352c629f89160cb0.c2server.net,94,4.252357,1
blog.utjulo.gov,15,3.056565,0
auth.upma.com,13,3.085055,0
support.zada.app,16,3.07782,0
GJz8TVt+qdnILn2NHlBLUL0=tK.hi+dxVWDkmN00D0t6cmF.UUMihCeQ/OFdl+rKNY/OvwU2FNb.evil-corp.net,89,5.351699,1
cdn.ingpi.com,13,3.085055,0
mail.imme.tech,14,3.039149,0
bIlX5uvNgONk7Q+Z57X4XKJss.QxwypI7rw/cDUaiLK7aQO.QYxCHK9hr8CgaeM6w3Oj2j.botnet.xyz,81,5.395044,1
login.liwe.biz,14,3.182006,0
www.toocmariow.com,18,2.947703,0
mail.hiun.app,13,3.085055,0
auth.owat.com,13,3.085055,0
cdn.zogafo.gov,14,3.182006,0
static.gesata.gov,17,3.175123,0
AkweUyJThD+gGAtvC94fQvTj.UPKaBhPsmfnZe/iTcfE1nyk=WX.RbwxhlmXD3Q=+qfJQvACwkGT.data-exfil.com,91,5.38248,1
login.igue.biz,14,3.182006,0
assets.osorwous.edu,19,3.070847,0
api.ipdaiaing.info,18,2.927451,0
docs.ludo.info,14,3.182006,0
support.idhuipip.app,20,3.108695,0
f5d013b0c645acfa130da498eb.4fbef5ae7004f26b3e8fec1694821c80.botnet.xyz,70,4.289738,1
support.pive.app,16,3.149397,0
static.ouua.app,15,3.056565,0
api.vier.edu,12,3.084963,0
assets.siya.net,15,2.840224,0
static.idat.tech,16,3.0,0
auth.zaia.co,12,3.022055,0
2092354d0adc5356f5642c20a016dc5.5f9088728bfe954b8f5f6d6578462.c2server.net,74,4.182031,1
cdn.loioment.co,15,3.189898,0
www.repiodre.net,16,3.155639,0
ox9+68ZCw/J2/6xzKO2xpZmBI1PTgKm.uj1aaB09M7UwOrgTaYe26lKSdJ88/d/Xsi6.data-exfil.com,82,5.258296,1
mail.hapu.app,13,2.815072,0
0da2e34ea89d5d5baa208cb69ba31b2517.6746a6e0aef5acf5b66f4b67eb51a8e5e.7b756439bff0d74037fc7dc8f22.3ff9899fabc5ad6c63a25fd1b655.tunnel.io,135,4.215116,1
docs.coox.info,14,2.950212,0
www.ofvuow.biz,14,2.950212,0
8db8db4baa1742a5a1914.061780f040e47561fe13d5f729ac186.data-exfil.com,68,4.312653,1
cdn.yoiees.co,13,3.085055,0
api.eane.tech,13,3.026987,0
mail.athuiotu.io,16,3.07782,0
cdn.ouno.net,12,2.855389,0
cdn.cuenon.net,14,2.807355,0
docs.iofo.info,14,2.807355,0
mail.itta.co,12,2.918296,0
blog.luot.com,13,3.026987,0
894f5fa29609c60ea066d3b031b01.dea1139ff2fcbc722893264b7e21a3fe.cfc677498a21fc9cb964e6.c96e75db244356b642997c.exfil.ru,117,4.167178,1
static.atbi.dev,15,3.189898,0
mail.iano.org,13,3.085055,0
mail.hobo.info,14,3.182006,0
support.orpooaul.io,19,3.070847,0
rubuzironu.biz,14,2.896292,0
8f683e0fc335a6da2eefc.b2c9c49c0f2d83254df195490.955975c6682c2babecb54889.91fce725a4364b7533fd47e.c2server.net,109,4.196386,1
media.riet.net,14,3.039149,0
static.wiziatia.com,19,3.115834,0
mA7CJSHsK8cRHd10vyb6fs4zGw2.1gUFIr2jPa+kdT8kMnQ=lcKayx.OWkXFmITT7XiZOQnjaJu26N3wLJ2V1yB62B.botnet.xyz,101,5.659262,1
GBW+hkjk4O8tujyu51SWwx.Z/pw1iJML3sWzVgonBud=mS80Rr.0EkHAYtHKPNvVUhN2OhNLl9GnIF8W0ddRB.c2server.net,98,5.603907,1
docs.buob.info,14,3.182006,0
cdn.nosi.com,12,2.918296,0
blog.neme.net,13,3.026987,0
static.voio.org,15,3.189898,0
login.odto.net,14,3.039149,0
73a2287f3c0c77df24ed04cac4795c.dca1441840a6c0aa328eac7f22.exfil.ru,66,4.045072,1
api.ilrepa.co,13,3.085055,0
login.nilude.io,15,3.056565,0
cdn.atjaieceea.tech,19,3.115834,0
ws8brY=CSycx08TIsXKOOeAW6gJuhX9E.mGQ8okvOxtLqVlbF/z/3t85.tV2TEA0fESiPeoxgE5fsP+v.evil-corp.net,94,5.535712,1
cdn.idjenivi.dev,16,2.905639,0
api.utte.app,12,2.688722,0
login.ovou.dev,14,3.182006,0
05b5f409752754966840675e0cd59b8df6.1aeff7657e29563bcb4321a4f1aa9.aaf11760ab546274f20f612204e87673cc.c6350b887fd121819346efa96d98.botnet.xyz,139,4.237906,1
auth.iaoace.co,14,3.039149,0
auth.fuse.edu,13,3.026987,0
media.ioir.gov,14,3.182006,0
api.fiet.dev,12,3.084963,0
auth.ambina.biz,15,3.189898,0
shop.ruov.io,12,3.022055,0
assets.beku.biz,15,3.189898,0
static.aroc.org,15,3.106891,0
uekoivewo.net,13,3.180833,0
1S0gI0v5XI4ho/J2+ft9PnViEQoaU.TBM3J8kpe=M97k3lEBTW5rB93Y1cTPJ6.ifCxRRtvx6Vd/9XwdkXi0Oy/xq.eP1iZQ5DSeWScIAysqUhj.exfil.ru,120,5.65866,1
ef6bb49f5a2620f13a05bfce229fb.8950fc1963fec993b1d3d.evil-corp.net,65,4.327676,1
f30524edf78492d45279a57bde50.7910e9f43509c77699bf92a2.81e2146e9ff59821d3d5d07e0.65d0fab2af6aae0b77a2ff6a174bc938b7.data-exfil.com,129,4.232055,1
assets.buem.co,14,3.182006,0
www.zaowgi.org,14,2.807355,0
musoerju.org,12,3.084963,0
static.ceox.net,15,3.189898,0
mail.cuac.tech,14,3.182006,0
media.eridoc.io,15,3.056565,0
docs.neesoc.gov,15,3.056565,0
mail.ableippameur.app,21,3.154222,0
shop.imnesssi.co,16,3.125,0
media.abreim.dev,16,3.07782,0
cdn.irwiin.gov,14,3.182006,0
media.jaed.tech,15,3.189898,0
cdn.riniorar.biz,16,3.155639,0
enmoonfu.org,12,3.022055,0
mail.eakaenmive.dev,19,3.155565,0
www.ipisge.gov,14,3.039149,0
0w0PlhTakq5FYF0=KqE6Jo66obrKoz++LIn.C9lOf9+CnGUoKngUUp8oDBaDFe.MJyC/gBBCjPO5lEpU/OR.exfil.ru,92,5.331728,1
mail.suju.app,13,3.085055,0
ueanceonov.app,14,3.093069,0
mail.puim.info,14,3.182006,0
tgozC6JsBwaJqKJQRvpOH7ImG0nHgy.uLrqVyjA6TvVCT0mX74GvCsfxgrDN0.GYHHJAMd0CdMxfpil7UjYBf2MGdheozQ.c2server.net,107,5.465492,1
docs.bugoriso.io,16,3.125,0
mail.utgo.io,12,3.084963,0
cdn.joso.org,12,3.022055,0
cdn.coioocge.dev,16,3.030639,0
login.bomi.gov,14,3.039149,0
mail.namoumat.net,17,3.175123,0
assets.vien.tech,16,3.155639,0
static.toimaltoki.com,21,3.177566,0
auth.nuhauc.gov,15,3.189898,0
buotkaacwo.co,13,3.026987,0
login.zicooc.com,16,2.95282,0
blog.tionan.org,15,3.189898,0
login.otibleti.net,18,3.086049,0
mail.enmaid.biz,15,3.189898,0
manajeupka.edu,14,3.182006,0
www.yenelejuue.io,17,3.101881,0
mail.laanug.org,15,3.189898,0
api.kapise.net,14,3.093069,0
api.ulieti.edu,14,3.039149,0
docs.peci.tech,14,3.182006,0
ouslabuub.co,12,2.855389,0
docs.invi.gov,13,3.085055,0
assets.lessad.com,17,3.051602,0
auth.luta.gov,13,3.085055,0
login.naun.org,14,3.039149,0
docs.uauc.tech,14,3.182006,0
assets.irbi.edu,15,3.189898,0
hesafa.app,10,2.646439,0
docs.suovzo.com,15,2.973557,0
mail.hopa.com,13,3.085055,0
static.uamada.edu,17,3.146286,0
sicoat.tech,11,3.095795,0
cdn.isuc.net,12,3.084963,0
docs.losovoja.app,17,3.146286,0
www.ramova.co,13,2.873141,0
22WhtJYX83RvxZEX1gFYVGtQH0.LGBRKcVS9bkvS/RrnTEKxV3s/q2.+S8dUYPmM4zfmCfKU2iMoj.jjPKQHi5HLfzQtN4m=ByXfom3YXc.c2server.net,119,5.587901,1
login.zeil.biz,14,3.039149,0
api.moiveen.dev,15,3.189898,0
e74770c171b3f66e26d3191.86125ac37f46b1937ba3dc6.3f96cfbe5d1747c661f05bc87680.d61dc315405117e267633.botnet.xyz,109,4.151831,1
api.ionu.edu,12,3.084963,0
mail.itli.tech,14,3.039149,0
media.iosoorig.org,18,3.127987,0
auth.seipel.app,15,3.189898,0
qg42U+tzhVPSzyVW0+Lm3Hr.zI9IDZPv3KAVs8RBylKPo.9AuMh=T4Qp6iiNvD=vRwYuvbV=w3w.ZJ1tezrb4iO7ja7qP7sH.c2server.net,109,5.563979,1
mail.veriliic.co,16,3.125,0
ensehoze.app,12,3.022055,0
cdn.cece.org,12,2.855389,0
www.roousio.dev,15,3.139572,0
mail.enment.net,15,2.872906,0
support.goor.gov,16,3.0,0
cdn.voir.com,12,3.084963,0
eeb67366eb4252d474236ff74.b5c397edccbb0d696b19a75de0.d90467d134c5f726f06a4fd9e99c.c1d49f983c9ddc4677992a4cdc9221d.c2server.net,126,4.106884,1
blog.saul.org,13,3.085055,0
static.fiuc.co,14,3.039149,0
auth.viduru.edu,15,3.106891,0
auth.guul.edu,13,2.931209,0
auth.mulu.edu,13,2.931209,0
login.eapo.gov,14,3.182006,0
mail.foous.info,15,3.189898,0
41181063e782edd47acd515.75456c4a5874a07f2c1c5a09f9e891.6b65e517d9f8b4b056740b218.evil-corp.net,94,4.350434,1
shop.iono.biz,13,3.026987,0
cdn.inniungoku.com,18,3.169925,0
cdn.gesugu.edu,14,2.896292,0
static.etsa.org,15,3.189898,0
api.jakiamac.app,16,2.727217,0
YgWXUcoD+zYt3hBbcj4P.c7Gy=wsmUq6W0JioTonME6xwrFnpDeRBr6.data-exfil.com,70,5.364858,1
cdn.unmucoga.com,16,3.07782,0
shop.sihe.net,13,3.085055,0
shop.guub.org,13,3.085055,0
mail.itac.tech,14,3.093069,0
api.vipeid.edu,14,2.896292,0
fc847f2e18d12a160e364d9cf051b83bde4.8d51515178be259f08e49cea18172a.71a873b8098ea2d77944576973ec2f.botnet.xyz,108,4.24813,1
mail.tigiceelci.net,19,3.155565,0
static.eara.dev,15,3.189898,0
71e95bc23587bf48c33666c3c.ce054954fa54aec618599657.9e7e8b38f9c7eac4002704786a713738a68.660edee4f5ec30f48ce6397b8b8f49d.botnet.xyz,129,4.171744,1
static.nata.biz,15,3.006239,0
media.ivedoivegi.org,20,3.184184,0
assets.fatadaulse.net,21,3.082328,0
www.vatesi.net,14,3.039149,0
shop.adpo.app,13,2.623517,0
login.ioodipof.biz,18,3.169925,0
www.amye.com,12,2.855389,0
xJ34bip4=8roHKyHKyQVG+l.UijYLj6NZzyBtdRXAyGBDRwAPAOB.6YjZe9hhpeTmT=N=kOhX0.UqjNE+Id0xafZZvv2ewgj=S.botnet.xyz,109,5.581411,1
blog.fulil.biz,14,3.039149,0
blog.hefe.tech,14,3.182006,0
static.piip.edu,15,3.189898,0
nessness.com,12,2.584963,0
tOFspivQAXwxjB8jpI7IybwcxdpJT.wHhrUUNZPxVFf+yQqMOEkT9kjLO2.7h0j6RZF3FYNZRnJeZV40.8Z1SKWTDsUk1NXQp0tFt.tunnel.io,111,5.601823,1
mail.hika.co,12,3.084963,0
CvdYKR3up8HOKKtZ+Jw2wqA=8q.vpveMGDaa0LUVwmhI05HSQ7yRysDeJpmYH.IhwrKImEpz3pPFRK2HaEbzt5iMi.exfil.ru,98,5.446307,1
oftohule.io,11,3.027169,0
cdn.fooxli.co,13,3.026987,0
www.sourwa.gov,14,2.950212,0
assets.enoa.info,16,3.07782,0
static.isgi.tech,16,3.030639,0
shop.tionwi.info,16,3.155639,0
static.fiil.info,16,3.125,0
api.inju.io,11,2.845351,0
api.imem.com,12,2.855389,0
cdn.umvoco.info,15,3.189898,0
blog.mowifi.org,15,3.189898,0
blog.enobos.info,16,3.125,0
www.aringwe.info,16,3.125,0
www.wabodena.dev,16,3.0,0
support.ioip.biz,16,3.155639,0
www.joye.com,12,2.855389,0
dutiedous.net,13,3.085055,0
login.podoni.biz,16,3.155639,0
media.ubive.biz,15,3.189898,0
cdn.guea.dev,12,3.084963,0
login.caziirid.io,17,3.169249,0
Kc0PS6eCOVCBQqVWOhWO9s+xfy9.sTNvVSU0c6zhG6jX5aKnEEkd7e.7rWYpaZLik3mbme6Qivsq05JJN8.evil-corp.net,96,5.526121,1
cdn.inmo.biz,12,3.084963,0
docs.ovzi.gov,13,3.026987,0
support.onupwo.io,17,3.101881,0
api.ucfulu.co,13,3.026987,0
uMQwRerO13qA42DW+fZxWHAt=vKh0luSa3.0XDFuN3hQ02IEAn7zSiVOeES=czDxx.tunnel.io,75,5.258232,1
static.deie.io,14,3.039149,0
login.riar.biz,14,3.182006,0
shop.onous.com,14,2.950212,0
auth.uaalalma.info,18,3.191612,0
blog.goot.tech,14,3.039149,0
auth.adtura.edu,15,2.872906,0
api.jaanciar.org,16,3.125,0
menttajaeaub.edu,16,3.155639,0
mail.isdi.com,13,3.026987,0
enigku.gov,10,3.121928,0
auth.odurrair.app,17,3.175123,0
docs.ubupod.edu,15,3.006239,0
login.niliufduig.org,20,3.184184,0
mail.imloopho.co,16,3.0,0
api.ofpaufivefo.app,19,3.010571,0
support.ueot.edu,16,3.07782,0
support.ovto.io,15,2.973557,0
99l+vAHqoAE+VXLPPnLXtSi4.+ZpDagjKtzJepsCITA86AyrTU7pbX.Zyb16PLOptoTS3ii242H2LE7z.evil-corp.net,94,5.332314,1
docs.zoit.org,13,3.180833,0
i4e1dQrrlxiUsfOwB3peUA6VgyjU.SUM1ymhwIdVCeojOrukz2YPLhHE.D3IEBjXx24Mr8Px=kkm7hBw1vW1.exfil.ru,93,5.354869,1
login.niwetion.net,18,3.016876,0
api.imie.gov,12,3.022055,0
static.pipu.biz,15,3.189898,0
media.vigeni.net,16,3.155639,0
support.pious.gov,17,3.175123,0
api.tisiipil.app,16,2.524397,0
login.limigi.dev,16,3.125,0
cdn.ladidi.gov,14,3.182006,0
www.zosu.gov,12,2.855389,0
shop.kasolo.co,14,2.950212,0
static.urucra.io,16,3.125,0
api.pupaci.tech,15,3.056565,0
static.hiha.tech,16,2.905639,0
blog.gienno.io,14,2.896292,0
cdn.idze.io,11,2.913977,0
dd3c79f5f2167385b2b6dfbd590a7b551.10da1a09a3cbc91b8dd98.evil-corp.net,69,4.361865,1
static.domi.com,15,3.106891,0
login.pizo.com,14,3.182006,0
media.orgo.gov,14,3.182006,0
ouyomuie.co,11,2.845351,0
shop.esyean.net,15,3.189898,0
uroxnaus.org,12,3.084963,0
shop.bisise.dev,15,3.189898,0
auth.futuar.org,15,3.056565,0
assets.tiig.org,15,3.056565,0
assets.veonin.info,18,3.19716,0
cdn.hinu.dev,12,3.084963,0
9b8873bd62394f9162e4b767bb3a.1792ccfc03e1304408a7b6a53.bda738b8a790e8914adca43d10c8626.93fb80077f38e625357f8ae2c710e7bd3.tunnel.io,130,4.229637,1
y47pLiVJhSK+Ew=yNNW4XhODlReJhDA=.Md6b0fYwQujL4bKr5ymZ5VRGGp+NHcKp62t.p+cuZp9rSy4R22qi+zhvSn=DNM=r1oqUIW0.botnet.xyz,115,5.564982,1
mail.leloul.edu,15,2.973557,0
static.enti.tech,16,3.0,0
goingrira.info,14,2.896292,0
MZBd82d9P5L=BW5InoZ7dUBV2j.9EWsxjLAlOFy5QqYKEWIaGCQw99s.w7m2o+3qGE70p8Dtoq==FD.HRlZz+GyhonBwlTUcVrmNIB/75tcc8.tunnel.io,119,5.561688,1
cdn.gajage.net,14,3.093069,0
www.mentbu.biz,14,3.182006,0
static.iblebi.biz,17,3.101881,0
media.mimaeawa.org,18,3.127987,0
media.elga.dev,14,3.039149,0
assets.opoa.dev,15,3.056565,0
fa3fe9ad501a785b774cb1d86ddb2f.5a9fe46d23a995ad2d50a241f2a72f57.botnet.xyz,74,4.225534,1
docs.etoustuus.dev,18,3.086049,0
assets.elci.dev,15,3.139572,0
beabvooavo.co,13,2.623517,0
9945c9c73b9c95f57fa5a062c541023.97ae106342d5a0d8d9059c.c2server.net,67,4.177353,1
mail.figepa.app,15,3.006239,0
api.furu.app,12,2.688722,0
assets.osseud.org,17,3.051602,0
facc64fd1fd77864e342ba.c6fd937fed14976166876eed8536ad6b.912052f4b8a7595d3631f4838f8df9eee15.504b19ad09358f77193cb74041b74fab5b.data-exfil.com,141,4.243096,1
support.upgu.org,16,2.905639,0
assets.weyo.edu,15,3.139572,0
shop.otri.org,13,3.026987,0
ehw1KDm4CnLYIdtsxJjugNaQMk4xF6w.WVmigN40qdjLorbD5GVV5x.Suf681xhJw14tNZZb0K57MJpiKFr.exfil.ru,92,5.358795,1
www.hifi.tech,13,2.873141,0
media.dibi.net,14,3.039149,0
c7900cea0becae177276f0a49ae8b9013b1.bbd304916289c53a22cb9.c2server.net,70,4.15186,1
docs.odoc.tech,14,2.842371,0
login.heio.biz,14,3.182006,0
api.tile.app,12,2.688722,0
shop.masu.com,13,3.085055,0
gbh9FeaegaCnKWfWXqUFGKtQjMnxwRUc2.I=X4p31FwgGpw3J4Gizw.tlVQJi0nf522e1XxCoi1.data-exfil.com,90,5.252421,1
blog.fuocuguc.edu,17,3.146286,0
auth.faful.info,15,3.189898,0
cdn.mubuua.biz,14,3.182006,0
docs.moof.info,14,2.950212,0
cdn.vapood.info,15,3.189898,0
www.idis.biz,12,2.625815,0
fe6b750dfb3366475e568a4b78.2121fb8ed9deb1645fbab18540.botnet.xyz,64,4.201663,1
cdn.waheuc.edu,14,3.093069,0
fQaYVW4GaJx6kBkK6hXokJ5uUGlA7rsT.ZDvG5wPz9Rb2rWwa83iMVVnndaik5i=.G4LJkJXDiYut/gA9vAkS/JUFRvvXVqp829d.c2server.net,113,5.510327,1
mail.aceaimle.com,17,2.939829,0
46372ce46cb955e02ad7668651edd6c234f.1ec5d4b904d7fccc6de4.2649a5e188221acbc535ad1a11eef60aa.tunnel.io,100,4.217462,1
zbqPj9kwrvCd9gguiVo=c0Bw7Kl1G.RPLHzfEh=tsJjO/aahijq7b9zBupmLsm.Eu+QeSPXSiC4xlfvsocjH3L=Xlg5gK/wTp1.c2server.net,111,5.577671,1
e5b4df7f0313363cd4a6ea3aac65.d70a9b69a31f97fa6a10df5618bb13.110171b3cbbde2f0d46647bffdcc.exfil.ru,97,4.114873,1
support.upus.dev,16,3.155639,0
cdn.vede.dev,12,2.459148,0
www.iail.biz,12,2.625815,0
auth.arfa.info,14,3.182006,0
api.peme.org,12,3.084963,0
shop.ousgu.gov,14,2.896292,0
support.ouum.io,15,3.006239,0
login.elne.tech,15,3.189898,0
cdn.rene.biz,12,3.084963,0
assets.usko.co,14,2.950212,0
support.oppe.dev,16,3.125,0
84c44a0b15314cdd9948d9.f7add556075bbc906d5e2bf3119f533.78a74343c29e785a6806412a908.452f2d67ca53006fbb57aa11086ed.botnet.xyz,123,4.2779,1
cdn.iridtiriia.app,18,2.969389,0
support.bofuuf.org,18,3.19716,0
api.ofvivo.gov,14,2.842371,0
www.ovnoneat.gov,16,3.030639,0
assets.gaoarako.app,19,3.070847,0
24e42f0c09b0c4b40a8eb699f78e72.341e9c2f4fa301c177659aacc00e4ba6.df9ace1cec5491fa8874a9cc3d4073da.data-exfil.com,111,4.201458,1
9Q3vDdoVFiXCpy7CZr+7Q+X=Hpnc1C.2qSurUtBft+leD3mRM3NF7kLhCjdVrAK.wOaDLM4fKRoAalYUrkz2ioC21L8+7.evil-corp.net,107,5.507698,1
